ensembl_gene_id	gene_biotype	hgnc_symbol	description	entrezgene_id
ENSAPLG00020010646	protein_coding			NA
ENSAPLG00020010647	protein_coding	EIF2S2	eukaryotic translation initiation factor 2 subunit beta [Source:NCBI gene;Acc:101801013]	101801013
ENSAPLG00020010648	protein_coding	LAYN	layilin [Source:HGNC Symbol;Acc:HGNC:29471]	NA
ENSAPLG00020010649	protein_coding	CDC42BPA	CDC42 binding protein kinase alpha [Source:NCBI gene;Acc:101799382]	101799382
ENSAPLG00020010650	protein_coding			NA
ENSAPLG00020010651	protein_coding			NA
ENSAPLG00020010652	protein_coding			NA
ENSAPLG00020010653	protein_coding			NA
ENSAPLG00020010654	protein_coding	RALY	RALY heterogeneous nuclear ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:15921]	NA
ENSAPLG00020010655	lncRNA			NA
ENSAPLG00020010656	protein_coding			NA
ENSAPLG00020010657	protein_coding			NA
ENSAPLG00020010658	pseudogene			NA
ENSAPLG00020010659	protein_coding		myosin heavy chain, cardiac muscle isoform [Source:NCBI gene;Acc:101802274]	101802274
ENSAPLG00020010660	protein_coding			NA
ENSAPLG00020010661	protein_coding			NA
ENSAPLG00020010662	protein_coding			NA
ENSAPLG00020010663	lncRNA			NA
ENSAPLG00020010664	protein_coding	SNX22	sorting nexin 22 [Source:HGNC Symbol;Acc:HGNC:16315]	NA
ENSAPLG00020010665	protein_coding	ZFYVE28	zinc finger FYVE-type containing 28 [Source:HGNC Symbol;Acc:HGNC:29334]	NA
ENSAPLG00020010666	protein_coding	CHMP4B	charged multivesicular body protein 4B [Source:HGNC Symbol;Acc:HGNC:16171]	NA
ENSAPLG00020010667	protein_coding			NA
ENSAPLG00020010668	protein_coding	PPIB	peptidylprolyl isomerase B [Source:NCBI gene;Acc:101799671]	101799671
ENSAPLG00020010669	lncRNA			NA
ENSAPLG00020010670	protein_coding	CSNK1G1	casein kinase 1 gamma 1 [Source:HGNC Symbol;Acc:HGNC:2454]	NA
ENSAPLG00020010671	protein_coding	B3GAT1	beta-1,3-glucuronyltransferase 1 [Source:NCBI gene;Acc:101803867]	101803867
ENSAPLG00020010672	protein_coding	ZNF341	zinc finger protein 341 [Source:HGNC Symbol;Acc:HGNC:15992]	NA
ENSAPLG00020010673	pseudogene			NA
ENSAPLG00020010674	protein_coding	TRIP4	thyroid hormone receptor interactor 4 [Source:NCBI gene;Acc:101793829]	101793829
ENSAPLG00020010675	protein_coding			NA
ENSAPLG00020010676	protein_coding			NA
ENSAPLG00020010677	protein_coding			NA
ENSAPLG00020010678	pseudogene			NA
ENSAPLG00020010679	protein_coding	MXD4	MAX dimerization protein 4 [Source:NCBI gene;Acc:101789466]	101789466
ENSAPLG00020010680	pseudogene			NA
ENSAPLG00020010681	protein_coding	ZNF609	zinc finger protein 609 [Source:HGNC Symbol;Acc:HGNC:29003]	NA
ENSAPLG00020010682	protein_coding	WDR31	WD repeat domain 31 [Source:HGNC Symbol;Acc:HGNC:21421]	NA
ENSAPLG00020010683	protein_coding	PXMP4	peroxisomal membrane protein 4 [Source:NCBI gene;Acc:101801778]	101801778
ENSAPLG00020010684	protein_coding			NA
ENSAPLG00020010685	protein_coding	OAZ2	ornithine decarboxylase antizyme 2 [Source:HGNC Symbol;Acc:HGNC:8096]	NA
ENSAPLG00020010686	protein_coding	E2F1	E2F transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3113]	NA
ENSAPLG00020010687	protein_coding			NA
ENSAPLG00020010688	protein_coding			NA
ENSAPLG00020010689	protein_coding			NA
ENSAPLG00020010690	protein_coding	RBPMS2	RNA binding protein, mRNA processing factor 2 [Source:NCBI gene;Acc:101800236]	101800236
ENSAPLG00020010691	protein_coding	HAUS3	HAUS augmin like complex subunit 3 [Source:NCBI gene;Acc:101794122]	101794122
ENSAPLG00020010692	protein_coding	COPB1	COPI coat complex subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:2231]	NA
ENSAPLG00020010693	protein_coding	SORD	sorbitol dehydrogenase [Source:NCBI gene;Acc:101800431]	101800431
ENSAPLG00020010694	protein_coding	PRPF4	pre-mRNA processing factor 4 [Source:HGNC Symbol;Acc:HGNC:17349]	NA
ENSAPLG00020010695	protein_coding	NECAB3	N-terminal EF-hand calcium binding protein 3 [Source:HGNC Symbol;Acc:HGNC:15851]	NA
ENSAPLG00020010696	protein_coding			NA
ENSAPLG00020010697	protein_coding	POLN	DNA polymerase nu [Source:HGNC Symbol;Acc:HGNC:18870]	NA
ENSAPLG00020010698	protein_coding	ACAD8	acyl-CoA dehydrogenase family member 8 [Source:NCBI gene;Acc:101792869]	101792869
ENSAPLG00020010699	protein_coding	BTF3	transcription factor BTF3 [Source:NCBI gene;Acc:101790838]	101790838
ENSAPLG00020010700	protein_coding	RRAS2	RAS related 2 [Source:NCBI gene;Acc:101796887]	101796887
ENSAPLG00020010701	pseudogene			NA
ENSAPLG00020010702	protein_coding	NAT8L	N-acetyltransferase 8 like [Source:HGNC Symbol;Acc:HGNC:26742]	NA
ENSAPLG00020010703	protein_coding			NA
ENSAPLG00020010704	protein_coding	THYN1	thymocyte nuclear protein 1 [Source:NCBI gene;Acc:101792165]	101792165
ENSAPLG00020010705	protein_coding	TUB	TUB bipartite transcription factor [Source:HGNC Symbol;Acc:HGNC:12406]	NA
ENSAPLG00020010706	protein_coding			NA
ENSAPLG00020010707	protein_coding	C4orf48	chromosome 4 open reading frame 48 [Source:HGNC Symbol;Acc:HGNC:34437]	NA
ENSAPLG00020010708	protein_coding	CBFA2T2	CBFA2/RUNX1 partner transcriptional co-repressor 2 [Source:HGNC Symbol;Acc:HGNC:1536]	NA
ENSAPLG00020010709	protein_coding			NA
ENSAPLG00020010710	protein_coding	VPS26B	VPS26, retromer complex component B [Source:NCBI gene;Acc:101791968]	101791968
ENSAPLG00020010711	protein_coding			NA
ENSAPLG00020010712	protein_coding	FKBP15	FKBP prolyl isomerase 15 [Source:HGNC Symbol;Acc:HGNC:23397]	NA
ENSAPLG00020010713	protein_coding	NELFA	negative elongation factor complex member A [Source:NCBI gene;Acc:101805191]	101805191
ENSAPLG00020010714	lncRNA			NA
ENSAPLG00020010715	protein_coding			NA
ENSAPLG00020010716	protein_coding	SNTA1	syntrophin alpha 1 [Source:HGNC Symbol;Acc:HGNC:11167]	NA
ENSAPLG00020010717	protein_coding			NA
ENSAPLG00020010718	protein_coding	NSD2	nuclear receptor binding SET domain protein 2 [Source:HGNC Symbol;Acc:HGNC:12766]	NA
ENSAPLG00020010719	protein_coding	RIC3	RIC3 acetylcholine receptor chaperone [Source:HGNC Symbol;Acc:HGNC:30338]	NA
ENSAPLG00020010720	protein_coding			NA
ENSAPLG00020010721	protein_coding			NA
ENSAPLG00020010722	protein_coding	DUOX2	dual oxidase 2 [Source:HGNC Symbol;Acc:HGNC:13273]	NA
ENSAPLG00020010723	protein_coding			NA
ENSAPLG00020010724	protein_coding	LMO1	LIM domain only 1 [Source:NCBI gene;Acc:101794568]	101794568
ENSAPLG00020010725	protein_coding			NA
ENSAPLG00020010726	protein_coding	TOX2	TOX high mobility group box family member 2 [Source:HGNC Symbol;Acc:HGNC:16095]	NA
ENSAPLG00020010727	protein_coding			NA
ENSAPLG00020010728	protein_coding			NA
ENSAPLG00020010729	protein_coding	RPH3A	rabphilin 3A [Source:HGNC Symbol;Acc:HGNC:17056]	NA
ENSAPLG00020010730	protein_coding			NA
ENSAPLG00020010731	protein_coding	TRIM66	tripartite motif containing 66 [Source:HGNC Symbol;Acc:HGNC:29005]	NA
ENSAPLG00020010732	protein_coding			NA
ENSAPLG00020010733	protein_coding	LRSAM1	leucine rich repeat and sterile alpha motif containing 1 [Source:HGNC Symbol;Acc:HGNC:25135]	NA
ENSAPLG00020010734	protein_coding			NA
ENSAPLG00020010735	protein_coding			NA
ENSAPLG00020010736	protein_coding	EDEM2	ER degradation enhancing alpha-mannosidase like protein 2 [Source:HGNC Symbol;Acc:HGNC:15877]	NA
ENSAPLG00020010737	protein_coding			NA
ENSAPLG00020010738	protein_coding	WSCD2	WSC domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29117]	NA
ENSAPLG00020010739	scaRNA			NA
ENSAPLG00020010740	protein_coding	RPL12	ribosomal protein L12 [Source:NCBI gene;Acc:101796460]	101796460
ENSAPLG00020010741	pseudogene			NA
ENSAPLG00020010742	protein_coding	CMKLR1	chemerin chemokine-like receptor 1 [Source:HGNC Symbol;Acc:HGNC:2121]	NA
ENSAPLG00020010743	snoRNA			NA
ENSAPLG00020010744	protein_coding	LETM1	leucine zipper and EF-hand containing transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:6556]	NA
ENSAPLG00020010745	protein_coding			NA
ENSAPLG00020010746	snoRNA			NA
ENSAPLG00020010747	protein_coding	ZMYND19	zinc finger MYND-type containing 19 [Source:NCBI gene;Acc:101792396]	101792396
ENSAPLG00020010748	protein_coding	FICD	FIC domain containing [Source:HGNC Symbol;Acc:HGNC:18416]	NA
ENSAPLG00020010749	protein_coding			NA
ENSAPLG00020010750	protein_coding			NA
ENSAPLG00020010751	protein_coding	MRPL41	mitochondrial ribosomal protein L41 [Source:NCBI gene;Acc:101796063]	101796063
ENSAPLG00020010752	protein_coding	TRPC4AP	transient receptor potential cation channel subfamily C member 4 associated protein [Source:HGNC Symbol;Acc:HGNC:16181]	NA
ENSAPLG00020010753	protein_coding	DCLRE1B	DNA cross-link repair 1B [Source:HGNC Symbol;Acc:HGNC:17641]	NA
ENSAPLG00020010754	protein_coding			NA
ENSAPLG00020010755	protein_coding	RPL27A	ribosomal protein L27a [Source:HGNC Symbol;Acc:HGNC:10329]	NA
ENSAPLG00020010756	protein_coding		adaptor related protein complex 4 subunit beta 1 [Source:NCBI gene;Acc:101796667]	101796667
ENSAPLG00020010757	snoRNA			NA
ENSAPLG00020010758	protein_coding	SART3	spliceosome associated factor 3, U4/U6 recycling protein [Source:HGNC Symbol;Acc:HGNC:16860]	NA
ENSAPLG00020010759	snoRNA			NA
ENSAPLG00020010760	protein_coding	BCL2L15	BCL2 like 15 [Source:NCBI gene;Acc:101796858]	101796858
ENSAPLG00020010761	protein_coding			NA
ENSAPLG00020010762	protein_coding	PTPN22	protein tyrosine phosphatase non-receptor type 22 [Source:HGNC Symbol;Acc:HGNC:9652]	NA
ENSAPLG00020010763	lncRNA			NA
ENSAPLG00020010764	protein_coding	SLC41A1	solute carrier family 41 member 1 [Source:NCBI gene;Acc:101797513]	101797513
ENSAPLG00020010765	pseudogene			NA
ENSAPLG00020010766	protein_coding			NA
ENSAPLG00020010767	protein_coding			NA
ENSAPLG00020010768	protein_coding	PM20D1	peptidase M20 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26518]	NA
ENSAPLG00020010769	protein_coding			NA
ENSAPLG00020010770	protein_coding	DENND2B	DENN domain containing 2B [Source:HGNC Symbol;Acc:HGNC:11350]	NA
ENSAPLG00020010771	miRNA			NA
ENSAPLG00020010772	protein_coding	SLC26A9	solute carrier family 26 member 9 [Source:HGNC Symbol;Acc:HGNC:14469]	NA
ENSAPLG00020010773	protein_coding	PLEKHA3	pleckstrin homology domain containing A3 [Source:NCBI gene;Acc:101805443]	101805443
ENSAPLG00020010774	protein_coding	GSS	glutathione synthetase [Source:NCBI gene;Acc:101789943]	101789943
ENSAPLG00020010775	protein_coding			NA
ENSAPLG00020010776	protein_coding	NCAPD3	non-SMC condensin II complex subunit D3 [Source:HGNC Symbol;Acc:HGNC:28952]	NA
ENSAPLG00020010777	protein_coding	FKBP7	FKBP prolyl isomerase 7 [Source:NCBI gene;Acc:101805252]	101805252
ENSAPLG00020010778	pseudogene			NA
ENSAPLG00020010779	protein_coding			NA
ENSAPLG00020010780	protein_coding	RAB7B	RAB7B, member RAS oncogene family [Source:NCBI gene;Acc:101798359]	101798359
ENSAPLG00020010781	protein_coding	PJVK	pejvakin [Source:NCBI gene;Acc:101804922]	101804922
ENSAPLG00020010782	snRNA		U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	NA
ENSAPLG00020010783	rRNA			NA
ENSAPLG00020010784	protein_coding	AGO3	argonaute RISC catalytic component 3 [Source:NCBI gene;Acc:101790103]	101790103
ENSAPLG00020010785	processed_pseudogene			NA
ENSAPLG00020010786	protein_coding		TANK binding kinase 1 [Source:NCBI gene;Acc:101800085]	101800085
ENSAPLG00020010787	snRNA		U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	NA
ENSAPLG00020010788	protein_coding	CTSE	cathepsin E [Source:HGNC Symbol;Acc:HGNC:2530]	NA
ENSAPLG00020010789	pseudogene			NA
ENSAPLG00020010790	protein_coding			NA
ENSAPLG00020010791	protein_coding			NA
ENSAPLG00020010792	lncRNA			NA
ENSAPLG00020010793	protein_coding	AVPR1B	arginine vasopressin receptor 1B [Source:HGNC Symbol;Acc:HGNC:896]	NA
ENSAPLG00020010794	protein_coding	CIP2A	cellular inhibitor of PP2A [Source:HGNC Symbol;Acc:HGNC:29302]	NA
ENSAPLG00020010795	rRNA		5S ribosomal RNA [Source:RFAM;Acc:RF00001]	NA
ENSAPLG00020010796	protein_coding	RASSF3	Ras association domain family member 3 [Source:NCBI gene;Acc:101800277]	101800277
ENSAPLG00020010797	protein_coding	ADPRS	ADP-ribosylserine hydrolase [Source:HGNC Symbol;Acc:HGNC:21304]	NA
ENSAPLG00020010798	protein_coding			NA
ENSAPLG00020010799	protein_coding			NA
ENSAPLG00020010800	protein_coding	PLPP5	phospholipid phosphatase 5 [Source:NCBI gene;Acc:101797560]	101797560
ENSAPLG00020010801	protein_coding			NA
ENSAPLG00020010802	protein_coding			NA
ENSAPLG00020010803	protein_coding			NA
ENSAPLG00020010804	protein_coding	GNS	glucosamine (N-acetyl)-6-sulfatase [Source:HGNC Symbol;Acc:HGNC:4422]	NA
ENSAPLG00020010805	protein_coding	FGFR3	fibroblast growth factor receptor 3 [Source:HGNC Symbol;Acc:HGNC:3690]	NA
ENSAPLG00020010806	protein_coding			NA
ENSAPLG00020010807	protein_coding		SH2 domain containing 1B [Source:NCBI gene;Acc:101803185]	101803185
ENSAPLG00020010808	protein_coding		SLIT-ROBO Rho GTPase activating protein 2 [Source:NCBI gene;Acc:101799590]	101799590
ENSAPLG00020010809	protein_coding	TRAT1	T-cell receptor-associated transmembrane adapter 1 [Source:NCBI gene;Acc:101802873]	101802873
ENSAPLG00020010810	protein_coding			NA
ENSAPLG00020010811	protein_coding			NA
ENSAPLG00020010812	protein_coding			NA
ENSAPLG00020010813	protein_coding		Holliday junction recognition protein [Source:NCBI gene;Acc:101803781]	101803781
ENSAPLG00020010814	protein_coding	NSD3	nuclear receptor binding SET domain protein 3 [Source:HGNC Symbol;Acc:HGNC:12767]	NA
ENSAPLG00020010815	protein_coding			NA
ENSAPLG00020010816	protein_coding	OSBPL6	oxysterol binding protein like 6 [Source:NCBI gene;Acc:101804139]	101804139
ENSAPLG00020010817	protein_coding	WIF1	WNT inhibitory factor 1 [Source:NCBI gene;Acc:101791290]	101791290
ENSAPLG00020010818	protein_coding			NA
ENSAPLG00020010819	protein_coding	GUCA1C	guanylate cyclase activator 1C [Source:HGNC Symbol;Acc:HGNC:4680]	NA
ENSAPLG00020010820	protein_coding			NA
ENSAPLG00020010821	protein_coding	LEMD3	LEM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28887]	NA
ENSAPLG00020010822	protein_coding	NECTIN3	nectin cell adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:17664]	NA
ENSAPLG00020010823	protein_coding			NA
ENSAPLG00020010824	protein_coding	IKBKE	inhibitor of nuclear factor kappa B kinase subunit epsilon [Source:HGNC Symbol;Acc:HGNC:14552]	NA
ENSAPLG00020010825	protein_coding			NA
ENSAPLG00020010826	protein_coding	MSRB3	methionine sulfoxide reductase B3 [Source:NCBI gene;Acc:101790166]	101790166
ENSAPLG00020010827	protein_coding			NA
ENSAPLG00020010828	protein_coding	RASSF5	Ras association domain family member 5 [Source:HGNC Symbol;Acc:HGNC:17609]	NA
ENSAPLG00020010829	protein_coding	PNPLA7	patatin like phospholipase domain containing 7 [Source:HGNC Symbol;Acc:HGNC:24768]	NA
ENSAPLG00020010830	protein_coding			NA
ENSAPLG00020010831	protein_coding			NA
ENSAPLG00020010832	protein_coding		high mobility group AT-hook 2 [Source:NCBI gene;Acc:101790934]	101790934
ENSAPLG00020010833	protein_coding	BACE2	beta-secretase 2 [Source:HGNC Symbol;Acc:HGNC:934]	NA
ENSAPLG00020010834	pseudogene			NA
ENSAPLG00020010835	protein_coding	PLCXD2	phosphatidylinositol specific phospholipase C X domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26462]	NA
ENSAPLG00020010836	protein_coding			NA
ENSAPLG00020010837	protein_coding			NA
ENSAPLG00020010838	protein_coding			NA
ENSAPLG00020010839	protein_coding			NA
ENSAPLG00020010840	lncRNA			NA
ENSAPLG00020010841	protein_coding			NA
ENSAPLG00020010842	protein_coding	LLPH	LLP homolog, long-term synaptic facilitation factor [Source:HGNC Symbol;Acc:HGNC:28229]	NA
ENSAPLG00020010843	protein_coding		spindlin-Z [Source:NCBI gene;Acc:101799270]	101799270
ENSAPLG00020010844	protein_coding	TRAPPC3	trafficking protein particle complex 3 [Source:HGNC Symbol;Acc:HGNC:19942]	NA
ENSAPLG00020010845	protein_coding		transmembrane BAX inhibitor motif containing 4 [Source:NCBI gene;Acc:101792537]	101792537
ENSAPLG00020010846	protein_coding	RPS6KA3	ribosomal protein S6 kinase A3 [Source:NCBI gene;Acc:101792994]	101792994
ENSAPLG00020010847	protein_coding	MAP7D1	MAP7 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25514]	NA
ENSAPLG00020010848	protein_coding	PHLDB2	pleckstrin homology like domain family B member 2 [Source:HGNC Symbol;Acc:HGNC:29573]	NA
ENSAPLG00020010849	protein_coding			NA
ENSAPLG00020010850	protein_coding			NA
ENSAPLG00020010851	lncRNA			NA
ENSAPLG00020010852	protein_coding		guanine nucleotide-binding protein G(q) subunit alpha [Source:NCBI gene;Acc:101790479]	101790479
ENSAPLG00020010853	protein_coding			NA
ENSAPLG00020010854	lncRNA			NA
ENSAPLG00020010855	protein_coding			NA
ENSAPLG00020010856	protein_coding	ACSS2	acyl-CoA synthetase short chain family member 2 [Source:HGNC Symbol;Acc:HGNC:15814]	NA
ENSAPLG00020010857	protein_coding			NA
ENSAPLG00020010858	protein_coding	RBM45	RNA binding motif protein 45 [Source:HGNC Symbol;Acc:HGNC:24468]	NA
ENSAPLG00020010859	protein_coding	THRAP3	thyroid hormone receptor associated protein 3 [Source:HGNC Symbol;Acc:HGNC:22964]	NA
ENSAPLG00020010860	protein_coding			NA
ENSAPLG00020010861	protein_coding			NA
ENSAPLG00020010862	protein_coding			NA
ENSAPLG00020010863	protein_coding		cytochrome c, somatic [Source:NCBI gene;Acc:101803952]	101803952
ENSAPLG00020010864	protein_coding	EVA1B	eva-1 homolog B [Source:NCBI gene;Acc:113839786]	113839786
ENSAPLG00020010865	protein_coding	GRIP1	glutamate receptor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:18708]	NA
ENSAPLG00020010866	miRNA			NA
ENSAPLG00020010867	protein_coding			NA
ENSAPLG00020010868	protein_coding	FGFR1	fibroblast growth factor receptor 1 [Source:HGNC Symbol;Acc:HGNC:3688]	NA
ENSAPLG00020010869	protein_coding	STK40	serine/threonine kinase 40 [Source:NCBI gene;Acc:101804341]	101804341
ENSAPLG00020010870	protein_coding			NA
ENSAPLG00020010871	protein_coding			NA
ENSAPLG00020010872	protein_coding	EIF2D	eukaryotic translation initiation factor 2D [Source:HGNC Symbol;Acc:HGNC:6583]	NA
ENSAPLG00020010873	protein_coding	LSM10	LSM10, U7 small nuclear RNA associated [Source:NCBI gene;Acc:101804164]	101804164
ENSAPLG00020010874	protein_coding	ABHD10	abhydrolase domain containing 10 [Source:HGNC Symbol;Acc:HGNC:25656]	NA
ENSAPLG00020010875	protein_coding			NA
ENSAPLG00020010876	protein_coding	OSCP1	organic solute carrier partner 1 [Source:HGNC Symbol;Acc:HGNC:29971]	NA
ENSAPLG00020010877	protein_coding			NA
ENSAPLG00020010878	protein_coding	CNKSR2	connector enhancer of kinase suppressor of Ras 2 [Source:NCBI gene;Acc:101793869]	101793869
ENSAPLG00020010879	protein_coding	MRPS15	mitochondrial ribosomal protein S15 [Source:HGNC Symbol;Acc:HGNC:14504]	NA
ENSAPLG00020010880	protein_coding			NA
ENSAPLG00020010881	protein_coding	TMPRSS7	transgelin 3 [Source:NCBI gene;Acc:101796400]	101796400
ENSAPLG00020010882	protein_coding			NA
ENSAPLG00020010883	protein_coding			NA
ENSAPLG00020010884	protein_coding			NA
ENSAPLG00020010885	protein_coding	GRIK3	glutamate ionotropic receptor kainate type subunit 3 [Source:HGNC Symbol;Acc:HGNC:4581]	NA
ENSAPLG00020010886	protein_coding			NA
ENSAPLG00020010887	protein_coding			NA
ENSAPLG00020010888	protein_coding	ZC3H12A	zinc finger CCCH-type containing 12A [Source:NCBI gene;Acc:101803646]	101803646
ENSAPLG00020010889	protein_coding			NA
ENSAPLG00020010890	protein_coding	MEAF6	MYST/Esa1 associated factor 6 [Source:HGNC Symbol;Acc:HGNC:25674]	NA
ENSAPLG00020010891	lncRNA			NA
ENSAPLG00020010892	protein_coding			NA
ENSAPLG00020010893	protein_coding	SNIP1	Smad nuclear interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:30587]	NA
ENSAPLG00020010894	protein_coding			NA
ENSAPLG00020010895	protein_coding	DNALI1	dynein axonemal light intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:14353]	NA
ENSAPLG00020010896	protein_coding			NA
ENSAPLG00020010897	protein_coding	GNL2	G protein nucleolar 2 [Source:HGNC Symbol;Acc:HGNC:29925]	NA
ENSAPLG00020010898	protein_coding			NA
ENSAPLG00020010899	protein_coding			NA
ENSAPLG00020010900	protein_coding	RSPO1	R-spondin 1 [Source:NCBI gene;Acc:101803063]	101803063
ENSAPLG00020010901	protein_coding			NA
ENSAPLG00020010902	protein_coding			NA
ENSAPLG00020010903	protein_coding			NA
ENSAPLG00020010904	protein_coding	C1orf109	chromosome 1 open reading frame 109 [Source:HGNC Symbol;Acc:HGNC:26039]	NA
ENSAPLG00020010905	protein_coding			NA
ENSAPLG00020010906	protein_coding		uncharacterized LOC101803440 [Source:NCBI gene;Acc:101803440]	101803440
ENSAPLG00020010907	protein_coding	CDCA8	cell division cycle associated 8 [Source:HGNC Symbol;Acc:HGNC:14629]	NA
ENSAPLG00020010908	protein_coding			NA
ENSAPLG00020010909	protein_coding			NA
ENSAPLG00020010910	protein_coding			NA
ENSAPLG00020010911	protein_coding			NA
ENSAPLG00020010912	protein_coding	KLHL34	kelch like family member 34 [Source:HGNC Symbol;Acc:HGNC:26634]	NA
ENSAPLG00020010913	protein_coding			NA
ENSAPLG00020010914	protein_coding			NA
ENSAPLG00020010915	protein_coding	SMPX	small muscle protein X-linked [Source:NCBI gene;Acc:101792094]	101792094
ENSAPLG00020010916	protein_coding			NA
ENSAPLG00020010917	protein_coding			NA
ENSAPLG00020010918	protein_coding	MBTPS2	membrane bound transcription factor peptidase, site 2 [Source:HGNC Symbol;Acc:HGNC:15455]	NA
ENSAPLG00020010919	protein_coding	MANEAL	mannosidase endo-alpha like [Source:NCBI gene;Acc:101804479]	101804479
ENSAPLG00020010920	protein_coding	CD200	CD200 molecule [Source:HGNC Symbol;Acc:HGNC:7203]	NA
ENSAPLG00020010921	protein_coding	LMAN1	lectin, mannose binding 1 [Source:NCBI gene;Acc:101803639]	101803639
ENSAPLG00020010922	protein_coding	SMS	spermine synthase [Source:NCBI gene;Acc:101791698]	101791698
ENSAPLG00020010923	protein_coding	YRDC	yrdC N6-threonylcarbamoyltransferase domain containing [Source:HGNC Symbol;Acc:HGNC:28905]	NA
ENSAPLG00020010924	protein_coding	BTLA	B and T lymphocyte associated [Source:HGNC Symbol;Acc:HGNC:21087]	NA
ENSAPLG00020010925	protein_coding			NA
ENSAPLG00020010926	protein_coding	PHEX	phosphate regulating endopeptidase homolog X-linked [Source:HGNC Symbol;Acc:HGNC:8918]	NA
ENSAPLG00020010927	protein_coding	ZNF654	zinc finger protein 654 [Source:HGNC Symbol;Acc:HGNC:25612]	NA
ENSAPLG00020010928	protein_coding		deleted in malignant brain tumors 1 protein-like [Source:NCBI gene;Acc:113841568]	113841568
ENSAPLG00020010929	protein_coding	CPLX4	complexin 4 [Source:NCBI gene;Acc:101803447]	101803447
ENSAPLG00020010930	protein_coding	PTCHD1	patched domain containing 1 [Source:NCBI gene;Acc:101793691]	101793691
ENSAPLG00020010931	protein_coding			NA
ENSAPLG00020010932	protein_coding	RAX	retina and anterior neural fold homeobox [Source:HGNC Symbol;Acc:HGNC:18662]	NA
ENSAPLG00020010933	snRNA		U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	NA
ENSAPLG00020010934	protein_coding	CGGBP1	CGG triplet repeat binding protein 1 [Source:NCBI gene;Acc:101790728]	101790728
ENSAPLG00020010935	protein_coding	PRDX4	peroxiredoxin 4 [Source:NCBI gene;Acc:101796785]	101796785
ENSAPLG00020010936	protein_coding	GRP	gastrin releasing peptide [Source:NCBI gene;Acc:101804211]	101804211
ENSAPLG00020010937	protein_coding	C3orf38	chromosome 3 open reading frame 38 [Source:HGNC Symbol;Acc:HGNC:28384]	NA
ENSAPLG00020010938	lncRNA			NA
ENSAPLG00020010939	protein_coding	ACOT9	acyl-CoA thioesterase 9 [Source:HGNC Symbol;Acc:HGNC:17152]	NA
ENSAPLG00020010940	protein_coding	SAT1	spermidine/spermine N1-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10540]	NA
ENSAPLG00020010941	protein_coding	APOO	apolipoprotein O [Source:NCBI gene;Acc:101794978]	101794978
ENSAPLG00020010942	protein_coding	KLHL15	kelch like family member 15 [Source:NCBI gene;Acc:101794656]	101794656
ENSAPLG00020010943	protein_coding	CAND1	cullin associated and neddylation dissociated 1 [Source:NCBI gene;Acc:101790825]	101790825
ENSAPLG00020010944	protein_coding			NA
ENSAPLG00020010945	protein_coding	TACC1	transforming acidic coiled-coil containing protein 1 [Source:HGNC Symbol;Acc:HGNC:11522]	NA
ENSAPLG00020010946	protein_coding		eukaryotic translation initiation factor 2 subunit gamma [Source:NCBI gene;Acc:101794471]	101794471
ENSAPLG00020010947	protein_coding	DYRK2	dual specificity tyrosine phosphorylation regulated kinase 2 [Source:NCBI gene;Acc:101790618]	101790618
ENSAPLG00020010948	protein_coding		interferon gamma [Source:NCBI gene;Acc:101790439]	101790439
ENSAPLG00020010949	protein_coding	PLEKHA2	pleckstrin homology domain containing A2 [Source:HGNC Symbol;Acc:HGNC:14336]	NA
ENSAPLG00020010950	protein_coding			NA
ENSAPLG00020010951	protein_coding	IL22	interleukin 22 [Source:HGNC Symbol;Acc:HGNC:14900]	NA
ENSAPLG00020010952	protein_coding	TM2D2	TM2 domain containing 2 [Source:NCBI gene;Acc:113839752]	113839752
ENSAPLG00020010953	protein_coding		zinc finger protein X-linked [Source:NCBI gene;Acc:101793750]	101793750
ENSAPLG00020010954	protein_coding	MDM1	Mdm1 nuclear protein [Source:HGNC Symbol;Acc:HGNC:29917]	NA
ENSAPLG00020010955	protein_coding		organic solute transporter subunit alpha [Source:NCBI gene;Acc:101796588]	101796588
ENSAPLG00020010956	protein_coding	ADAM9	ADAM metallopeptidase domain 9 [Source:HGNC Symbol;Acc:HGNC:216]	NA
ENSAPLG00020010957	lncRNA			NA
ENSAPLG00020010958	protein_coding	PDK3	pyruvate dehydrogenase kinase 3 [Source:NCBI gene;Acc:101793451]	101793451
